,ESTIMATE,Demographic Category,Specific Category,Year,Age
3697,4.1,Age,25-34 years,2000,25-34 years
3698,4.1,Age,25-34 years,1999,25-34 years
3699,4.1,Total,All persons,2002,All ages
3700,,Sex and age,Male: 55-64 years,1999,55-64 years
3701,4.1,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2015,All ages
3702,4.1,Sex and age,Male: 55-64 years,2009,55-64 years
3703,4.1,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2014,All ages
3704,4.1,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2013,All ages
3705,4.1,Sex,Female,2000,All ages
3706,4.1,Sex,Male,2013,All ages
3707,4.1,Sex,Male,2012,All ages
3708,4.1,Sex and race,Female: Black or African American,2000,All ages
3709,4.1,Sex and race,Male: Black or African American,2014,All ages
3710,4.1,Age,25-34 years,2008,25-34 years
3711,4.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,1999,All ages
3712,4.1,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2010,All ages
3713,4.1,Age,85 years and over,2014,85 years and over
3714,4.1,Age,85 years and over,2008,85 years and over
3715,4.1,Age,85 years and over,2005,85 years and over
3716,4.1,Age,85 years and over,2003,85 years and over
3717,4.1,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2011,All ages
3718,4.1,Sex,Male,2015,All ages
3719,,Sex and age,Male: 65-74 years,1999,65-74 years
3720,,Sex and age,Male: 65-74 years,2000,65-74 years
3721,,Sex and age,Male: 65-74 years,2001,65-74 years
3722,,Sex and age,Male: 65-74 years,2002,65-74 years
3723,,Sex and age,Male: 65-74 years,2003,65-74 years
3724,,Sex and age,Male: 65-74 years,2004,65-74 years
3725,,Sex and age,Male: 65-74 years,2005,65-74 years
3726,4.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages
3727,,Sex and age,Male: 65-74 years,2007,65-74 years
3728,4.1,Total,All persons,2015,All ages
3729,4.1,Sex and race,Male: Asian or Pacific Islander,2015,All ages
3730,4.1,Sex and race,Male: Black or African American,2010,All ages
3731,4.2,Sex,Male,2014,All ages
3732,4.2,Sex,Male,2015,All ages
3733,4.2,Sex and age,Female: 85 years and over,2011,85 years and over
3734,4.2,Sex and age,Female: 85 years and over,2006,85 years and over
3735,4.2,Age,15-24 years,2001,15-24 years
3736,4.2,Sex and age,Female: 55-64 years,2001,55-64 years
3737,4.2,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2000,All ages
3738,,Sex and age,Male: 75-84 years,1999,75-84 years
3739,,Sex and age,Male: 75-84 years,2000,75-84 years
3740,,Sex and age,Male: 75-84 years,2001,75-84 years
3741,,Sex and age,Male: 75-84 years,2002,75-84 years
3742,,Sex and age,Male: 75-84 years,2003,75-84 years
3743,,Sex and age,Male: 75-84 years,2004,75-84 years
3744,,Sex and age,Male: 75-84 years,2005,75-84 years
3745,,Sex and age,Male: 75-84 years,2006,75-84 years
3746,,Sex and age,Male: 75-84 years,2007,75-84 years
3747,,Sex and age,Male: 75-84 years,2008,75-84 years
3748,,Sex and age,Male: 75-84 years,2009,75-84 years
3749,,Sex and age,Male: 75-84 years,2010,75-84 years
3750,,Sex and age,Male: 75-84 years,2011,75-84 years
3751,,Sex and age,Male: 75-84 years,2012,75-84 years
3752,,Sex and age,Male: 75-84 years,2013,75-84 years
3753,,Sex and age,Male: 75-84 years,2014,75-84 years
3754,,Sex and age,Male: 75-84 years,2015,75-84 years
3755,,Sex and age,Male: 75-84 years,2016,75-84 years
3756,,Sex and age,Male: 75-84 years,2017,75-84 years
3757,,Sex and age,Male: 85 years and over,1999,85 years and over
3758,,Sex and age,Male: 85 years and over,2000,85 years and over
3759,,Sex and age,Male: 85 years and over,2001,85 years and over
3760,,Sex and age,Male: 85 years and over,2002,85 years and over
3761,,Sex and age,Male: 85 years and over,2003,85 years and over
3762,,Sex and age,Male: 85 years and over,2004,85 years and over
3763,,Sex and age,Male: 85 years and over,2005,85 years and over
3764,,Sex and age,Male: 85 years and over,2006,85 years and over
3765,,Sex and age,Male: 85 years and over,2007,85 years and over
3766,,Sex and age,Male: 85 years and over,2008,85 years and over
3767,,Sex and age,Male: 85 years and over,2009,85 years and over
3768,,Sex and age,Male: 85 years and over,2010,85 years and over
3769,,Sex and age,Male: 85 years and over,2011,85 years and over
3770,,Sex and age,Male: 85 years and over,2012,85 years and over
3771,,Sex and age,Male: 85 years and over,2013,85 years and over
3772,,Sex and age,Male: 85 years and over,2014,85 years and over
3773,,Sex and age,Male: 85 years and over,2015,85 years and over
3774,,Sex and age,Male: 85 years and over,2016,85 years and over
3775,,Sex and age,Male: 85 years and over,2017,85 years and over
3776,,Sex and age,Female: Under 15 years,1999,Under 15 years
3777,,Sex and age,Female: Under 15 years,2000,Under 15 years
3778,,Sex and age,Female: Under 15 years,2001,Under 15 years
3779,,Sex and age,Female: Under 15 years,2002,Under 15 years
3780,,Sex and age,Female: Under 15 years,2003,Under 15 years
3781,,Sex and age,Female: Under 15 years,2004,Under 15 years
3782,,Sex and age,Female: Under 15 years,2005,Under 15 years
3783,,Sex and age,Female: Under 15 years,2006,Under 15 years
3784,,Sex and age,Female: Under 15 years,2007,Under 15 years
3785,,Sex and age,Female: Under 15 years,2008,Under 15 years
3786,,Sex and age,Female: Under 15 years,2009,Under 15 years
3787,,Sex and age,Female: Under 15 years,2010,Under 15 years
3788,,Sex and age,Female: Under 15 years,2011,Under 15 years
3789,,Sex and age,Female: Under 15 years,2012,Under 15 years
3790,,Sex and age,Female: Under 15 years,2013,Under 15 years
3791,,Sex and age,Female: Under 15 years,2014,Under 15 years
3792,,Sex and age,Female: Under 15 years,2015,Under 15 years
3793,,Sex and age,Female: Under 15 years,2016,Under 15 years
3794,,Sex and age,Female: Under 15 years,2017,Under 15 years
3795,,Sex and age,Female: 15-24 years,1999,15-24 years
3796,,Sex and age,Female: 15-24 years,2000,15-24 years
3797,4.2,Sex and age,Female: 15-24 years,2007,15-24 years
3798,4.2,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2016,All ages
3799,4.2,Sex and race and Hispanic origin (single race),Female: Not Hispanic or Latino: White,2018,All ages
3800,4.2,Sex,Male,2013,All ages
3801,4.2,Age,65-74 years,2016,65-74 years
3802,4.2,Sex and age,Female: 25-34 years,2016,25-34 years
3803,4.2,Sex and age,Male: 15-24 years,2013,15-24 years
3804,4.2,Sex and age,Male: 45-54 years,2002,45-54 years
3805,4.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2014,All ages
3806,4.2,Age,55-64 years,2010,55-64 years
3807,4.2,Sex and race,Male: American Indian or Alaska Native,2017,All ages
3808,4.2,Age,35-44 years,2006,35-44 years
3809,4.2,Sex,Male,2013,All ages
3810,4.2,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2001,All ages
3811,4.2,Age,85 years and over,2011,85 years and over
3812,4.2,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2018,All ages
3813,4.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2007,All ages
3814,4.2,Age,55-64 years,2000,55-64 years
3815,4.2,Age,55-64 years,1999,55-64 years
3816,4.2,Sex and race,Female: White,2017,All ages
3817,4.2,Sex and race,Female: White,2016,All ages
3818,4.2,Sex and race,Male: American Indian or Alaska Native,2012,All ages
3819,4.2,Sex and race,Male: American Indian or Alaska Native,2009,All ages
3820,4.2,Sex and race,Female: Black or African American,2017,All ages
3821,4.3,Sex and race,Male: White,2008,All ages
3822,4.3,Sex,Male,1999,All ages
3823,4.3,Sex,Male,2010,All ages
3824,4.3,Sex and age,Female: 85 years and over,2007,85 years and over
3825,4.3,Sex and age,Female: 25-34 years,2005,25-34 years
3826,4.3,Sex and age,Male: 45-54 years,2006,45-54 years
3827,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,1999,All ages
3828,4.3,Sex and age,Male: 65-74 years,2018,65-74 years
3829,4.3,Sex and age,Male: 15-24 years,2002,15-24 years
3830,4.3,Sex and age,Male: 85 years and over,2014,85 years and over
3831,4.3,Sex,Female,2007,All ages
3832,4.3,Sex and age,Male: 85 years and over,2011,85 years and over
3833,4.3,Sex and race (single race),Male: American Indian or Alaska Native,2018,All ages
3834,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages
3835,4.3,Sex and age,Female: 25-34 years,2017,25-34 years
3836,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages
3837,4.3,Age,55-64 years,2016,55-64 years
3838,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2005,All ages
3839,4.3,Sex,Male,2014,All ages
3840,4.3,Sex and race,Male: American Indian or Alaska Native,2016,All ages
3841,4.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2010,All ages
3842,4.3,Age,85 years and over,2013,85 years and over
3843,4.3,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2004,All ages
3844,4.3,Age,85 years and over,2012,85 years and over
3845,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages
3846,4.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages
3847,4.3,Sex and race,Female: White,2000,All ages
3848,4.3,Sex and race,Male: American Indian or Alaska Native,2015,All ages
3849,4.3,Sex,Female,2007,All ages
3850,4.4,Sex,Male,2000,All ages
3851,4.4,Sex,Male,2015,All ages
3852,4.4,Sex,Male,2011,All ages
3853,4.4,Total,All persons,2017,All ages
3854,4.4,Total,All persons,2016,All ages
3855,4.4,Sex and age,Female: 65-74 years,2008,65-74 years
3856,4.4,Sex and age,Male: 65-74 years,2015,65-74 years
3857,4.4,Sex and age,Female: 15-24 years,2012,15-24 years
3858,4.4,Sex,Female,2008,All ages
3859,4.4,Sex and age,Male: 85 years and over,2008,85 years and over
3860,4.4,Sex and age,Male: 85 years and over,1999,85 years and over
3861,4.4,Sex,Male,2000,All ages
3862,4.4,Sex,Male,1999,All ages
3863,4.4,Sex and age,Female: 35-44 years,2018,35-44 years
3864,4.4,Sex and age,Male: 55-64 years,2000,55-64 years
3865,4.4,Age,25-34 years,2001,25-34 years
3866,4.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2001,All ages
3867,4.4,Sex and age,Male: 55-64 years,2014,55-64 years
3868,4.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages
3869,4.4,Age,35-44 years,2013,35-44 years
3870,4.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2015,All ages
3871,,Sex and age,Female: 55-64 years,1999,55-64 years
3872,,Sex and age,Female: 55-64 years,2000,55-64 years
3873,4.4,Sex and age,Male: 35-44 years,2005,35-44 years
3874,4.4,Sex and age,Male: 35-44 years,2002,35-44 years
3875,4.4,Sex and age,Male: 25-34 years,2006,25-34 years
3876,4.4,Sex,Male,2010,All ages
3877,4.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2016,All ages
3878,4.4,Sex and race,Female: Black or African American,2001,All ages
3879,4.4,Age,45-54 years,2005,45-54 years
3880,4.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2000,All ages
3881,4.4,Age,85 years and over,2015,85 years and over
3882,4.4,Age,85 years and over,2009,85 years and over
3883,4.4,Age,85 years and over,2006,85 years and over
3884,4.4,Sex and age,Male: 65-74 years,2007,65-74 years
3885,4.4,Age,85 years and over,2002,85 years and over
3886,4.4,Age,85 years and over,2000,85 years and over
3887,4.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2014,All ages
3888,4.4,Sex and race,Female: White,2006,All ages
3889,4.4,Sex and race,Male: American Indian or Alaska Native,2002,All ages
3890,,Sex and age,Female: 65-74 years,1999,65-74 years
3891,,Sex and age,Female: 65-74 years,2000,65-74 years
3892,,Sex and age,Female: 65-74 years,2001,65-74 years
3893,,Sex and age,Female: 65-74 years,2002,65-74 years
3894,,Sex and age,Female: 65-74 years,2003,65-74 years
3895,,Sex and age,Female: 65-74 years,2004,65-74 years
3896,4.4,Sex and race,Male: Black or African American,2004,All ages
3897,4.4,Sex and race and Hispanic origin (single race),Male: Not Hispanic or Latino: Asian,2018,All ages
3898,,Sex and age,Female: 65-74 years,2007,65-74 years
3899,4.4,Sex and race,Male: White,1999,All ages
3900,4.4,Sex and race,Male: American Indian or Alaska Native,2014,All ages
3901,4.4,Sex,Female,2008,All ages
3902,4.5,Sex and race,Male: White,2009,All ages
3903,4.5,Total,All persons,2003,All ages
3904,4.5,Sex and age,Female: 85 years and over,2010,85 years and over
3905,4.5,Sex and age,Male: 25-34 years,2006,25-34 years
3906,4.5,Sex and age,Male: 85 years and over,2017,85 years and over
3907,4.5,Sex and age,Male: 65-74 years,2010,65-74 years
3908,4.5,Sex,Male,2018,All ages
3909,,Sex and age,Female: 75-84 years,1999,75-84 years
3910,,Sex and age,Female: 75-84 years,2000,75-84 years
3911,,Sex and age,Female: 75-84 years,2001,75-84 years
3912,,Sex and age,Female: 75-84 years,2002,75-84 years
3913,,Sex and age,Female: 75-84 years,2003,75-84 years
3914,,Sex and age,Female: 75-84 years,2004,75-84 years
3915,,Sex and age,Female: 75-84 years,2005,75-84 years
3916,,Sex and age,Female: 75-84 years,2006,75-84 years
3917,,Sex and age,Female: 75-84 years,2007,75-84 years
3918,,Sex and age,Female: 75-84 years,2008,75-84 years
3919,,Sex and age,Female: 75-84 years,2009,75-84 years
3920,,Sex and age,Female: 75-84 years,2010,75-84 years
3921,,Sex and age,Female: 75-84 years,2011,75-84 years
3922,,Sex and age,Female: 75-84 years,2012,75-84 years
3923,,Sex and age,Female: 75-84 years,2013,75-84 years
3924,,Sex and age,Female: 75-84 years,2014,75-84 years
3925,,Sex and age,Female: 75-84 years,2015,75-84 years
3926,,Sex and age,Female: 75-84 years,2016,75-84 years
3927,,Sex and age,Female: 75-84 years,2017,75-84 years
3928,,Sex and age,Female: 85 years and over,1999,85 years and over
3929,,Sex and age,Female: 85 years and over,2000,85 years and over
3930,,Sex and age,Female: 85 years and over,2001,85 years and over
3931,,Sex and age,Female: 85 years and over,2002,85 years and over
3932,,Sex and age,Female: 85 years and over,2003,85 years and over
3933,,Sex and age,Female: 85 years and over,2004,85 years and over
3934,,Sex and age,Female: 85 years and over,2005,85 years and over
3935,,Sex and age,Female: 85 years and over,2006,85 years and over
3936,,Sex and age,Female: 85 years and over,2007,85 years and over
3937,,Sex and age,Female: 85 years and over,2008,85 years and over
3938,,Sex and age,Female: 85 years and over,2009,85 years and over
3939,,Sex and age,Female: 85 years and over,2010,85 years and over
3940,,Sex and age,Female: 85 years and over,2011,85 years and over
3941,,Sex and age,Female: 85 years and over,2012,85 years and over
3942,,Sex and age,Female: 85 years and over,2013,85 years and over
3943,,Sex and age,Female: 85 years and over,2014,85 years and over
3944,,Sex and age,Female: 85 years and over,2015,85 years and over
3945,,Sex and age,Female: 85 years and over,2016,85 years and over
3946,,Sex and age,Female: 85 years and over,2017,85 years and over
3947,4.5,Sex,Male,2018,All ages
3948,4.5,Age,15-24 years,2016,15-24 years
3949,4.5,Sex and age,Male: 75-84 years,2018,75-84 years
3950,4.5,Sex and age,Female: 55-64 years,2012,55-64 years
3951,4.5,Sex and age,Female: 45-54 years,2006,45-54 years
3952,4.5,Sex and age,Male: 45-54 years,2012,45-54 years
3953,4.5,Total,All persons,2003,All ages
3954,4.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2000,All ages
3955,4.5,Sex and age,Male: 45-54 years,2003,45-54 years
3956,4.5,Sex and age,Male: 35-44 years,2004,35-44 years
3957,4.5,Sex and age,Male: 35-44 years,2003,35-44 years
3958,4.5,Sex and age,Male: 15-24 years,1999,15-24 years
3959,4.5,Sex,Male,2015,All ages
3960,4.5,Sex,Male,2011,All ages
3961,4.5,Age,55-64 years,2011,55-64 years
3962,4.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2008,All ages
3963,4.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2004,All ages
3964,4.5,Age,25-34 years,2009,25-34 years
3965,4.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2005,All ages
3966,4.5,Total,All persons,2017,All ages
3967,4.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2000,All ages
3968,4.5,Total,All persons,2016,All ages
3969,4.5,Age,85 years and over,2007,85 years and over
3970,4.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2017,All ages
3971,4.5,Sex and race,Male: Black or African American,2008,All ages
3972,4.5,Sex and race,Male: White,2000,All ages
3973,4.6,Sex and age,Female: 65-74 years,2009,65-74 years
3974,4.6,Sex and age,Female: 35-44 years,2001,35-44 years
3975,4.6,Sex and age,Female: 25-34 years,2000,25-34 years
3976,4.6,Sex and age,Female: 25-34 years,1999,25-34 years
3977,4.6,Sex and age,Female: 15-24 years,2011,15-24 years
3978,4.6,Sex and age,Female: 15-24 years,2010,15-24 years
3979,4.6,Sex and age,Male: 85 years and over,2016,85 years and over
3980,4.6,Total,All persons,2018,All ages
3981,4.6,Sex and age,Female: 25-34 years,2015,25-34 years
3982,4.6,Sex and race,Female: American Indian or Alaska Native,1999,All ages
3983,4.6,Sex,Female,2001,All ages
3984,4.6,Age,25-34 years,2012,25-34 years
3985,4.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages
